"Type","Theme","File","Name","Legend","Values","Color","Labels","Unit","Provenance","Order","Visible","Hidden","Goal"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bombycilla_cedrorum_1_aoh.tif","Cedar Waxwing 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bombycilla_garrulus_3_aoh.tif","Waxwing 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bonasa_umbellus_1_aoh.tif","Ruffed Grouse 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Botaurus_lentiginosus_2_aoh.tif","American Bittern 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Branta_canadensis_1_aoh.tif","Canada Goose 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bubo_scandiacus_3_aoh.tif","Snowy Owl 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bubo_virginianus_1_aoh.tif","Great Horned Owl 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bubulcus_ibis_2_aoh.tif","Cattle Egret 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Bucephala_clangula_3_aoh.tif","Common Goldeneye 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Buteo_jamaicensis_2_aoh.tif","Red-tailed Hawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Buteo_lagopus_3_aoh.tif","Rough-legged Buzzard 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Buteo_lineatus_2_aoh.tif","Red-shouldered Hawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Buteo_platypterus_2_aoh.tif","Broad-winged Hawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Butorides_striata_2_aoh.tif","Green-backed Heron 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Calcarius_lapponicus_3_aoh.tif","Lapland Bunting 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cardellina_canadensis_2_aoh.tif","Canada Warbler 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cardinalis_cardinalis_1_aoh.tif","Northern Cardinal 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cathartes_aura_2_aoh.tif","Turkey Vulture 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Catharus_fuscescens_2_aoh.tif","Veery 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Catharus_guttatus_2_aoh.tif","Hermit Thrush 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Catharus_swainsoni_2_aoh.tif","Swainson's Thrush 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Certhia_americana_1_aoh.tif","American Treecreeper 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Chaetura_pelagica_2_aoh.tif","Chimney Swift 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Charadrius_vociferus_2_aoh.tif","Killdeer 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Chlidonias_niger_2_aoh.tif","Black Tern 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Chordeiles_minor_2_aoh.tif","Common Nighthawk 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Circus_hudsonius_2_aoh.tif","Northern Harrier 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cistothorus_palustris_2_aoh.tif","Marsh Wren 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cistothorus_stellaris_2_aoh.tif","Sedge Wren 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Clangula_hyemalis_2_aoh.tif","Long-tailed Duck 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Clangula_hyemalis_3_aoh.tif","Long-tailed Duck 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Coccyzus_americanus_2_aoh.tif","Yellow-billed Cuckoo 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Coccyzus_erythropthalmus_2_aoh.tif","Black-billed Cuckoo 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Colaptes_auratus_2_aoh.tif","Northern Flicker 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Contopus_cooperi_2_aoh.tif","Olive-sided Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Contopus_virens_2_aoh.tif","Eastern Wood-Pewee 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Corvus_brachyrhynchos_1_aoh.tif","American Crow 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Corvus_brachyrhynchos_2_aoh.tif","American Crow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Coturnicops_noveboracensis_2_aoh.tif","Yellow Rail 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cyanocitta_cristata_1_aoh.tif","Blue Jay 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Cygnus_buccinator_1_aoh.tif","Trumpeter Swan 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Dolichonyx_oryzivorus_2_aoh.tif","Bobolink 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Dryobates_pubescens_1_aoh.tif","Downy Woodpecker 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Dumetella_carolinensis_2_aoh.tif","Gray Catbird 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Empidonax_alnorum_2_aoh.tif","Alder Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Empidonax_flaviventris_2_aoh.tif","Yellow-bellied Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Empidonax_minimus_2_aoh.tif","Least Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Empidonax_traillii_2_aoh.tif","Willow Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Eremophila_alpestris_2_aoh.tif","Shore Lark 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Euphagus_cyanocephalus_2_aoh.tif","Brewer's Blackbird 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Falcipennis_canadensis_1_aoh.tif","Spruce Grouse 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Falco_columbarius_2_aoh.tif","Merlin 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Falco_peregrinus_2_aoh.tif","Peregrine Falcon 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Falco_rusticolus_3_aoh.tif","Gyrfalcon 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Falco_sparverius_2_aoh.tif","American Kestrel 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Fulica_americana_2_aoh.tif","American Coot 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Gallinago_delicata_2_aoh.tif","Wilson's Snipe 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Gallinula_galeata_2_aoh.tif","Common Gallinule 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Gavia_immer_2_aoh.tif","Great Northern Loon 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Geothlypis_philadelphia_2_aoh.tif","Mourning Warbler 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Geothlypis_trichas_2_aoh.tif","Common Yellowthroat 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Haemorhous_mexicanus_1_aoh.tif","House Finch 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Haemorhous_purpureus_1_aoh.tif","Purple Finch 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Haliaeetus_leucocephalus_1_aoh.tif","Bald Eagle 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Haliaeetus_leucocephalus_3_aoh.tif","Bald Eagle 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Hesperiphona_vespertina_3_aoh.tif","Evening Grosbeak 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Hirundo_rustica_2_aoh.tif","European Swallow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Hydrocoloeus_minutus_2_aoh.tif","Little Gull 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Hylatomus_pileatus_1_aoh.tif","Pileated Woodpecker 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Hylocichla_mustelina_2_aoh.tif","Wood Thrush 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Icterus_galbula_2_aoh.tif","Baltimore Oriole 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Icterus_spurius_2_aoh.tif","Orchard Oriole 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Ixobrychus_exilis_2_aoh.tif","Least Bittern 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Junco_hyemalis_1_aoh.tif","Dark-eyed Junco 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Junco_hyemalis_2_aoh.tif","Dark-eyed Junco 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Lanius_borealis_3_aoh.tif","Northern Grey Shrike 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Lanius_ludovicianus_2_aoh.tif","Loggerhead Shrike 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_atricilla_2_aoh.tif","Laughing Gull 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_delawarensis_2_aoh.tif","Ring-billed Gull 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_hyperboreus_3_aoh.tif","Glaucous Gull 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_marinus_3_aoh.tif","Greater Black-backed Gull 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_philadelphia_3_aoh.tif","Bonaparte's Gull 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Larus_smithsonianus_1_aoh.tif","Arctic Herring Gull 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Leiothlypis_ruficapilla_2_aoh.tif","Nashville Warbler 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Leuconotopicus_villosus_1_aoh.tif","Hairy Woodpecker 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Lophodytes_cucullatus_1_aoh.tif","Hooded Merganser 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Lophodytes_cucullatus_2_aoh.tif","Hooded Merganser 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Loxia_leucoptera_1_aoh.tif","Two-barred Crossbill 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mareca_americana_2_aoh.tif","American Wigeon 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mareca_strepera_2_aoh.tif","Gadwall 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Megaceryle_alcyon_2_aoh.tif","Belted Kingfisher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Megascops_asio_1_aoh.tif","Eastern Screech-owl 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Melanerpes_erythrocephalus_2_aoh.tif","Red-headed Woodpecker 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Meleagris_gallopavo_1_aoh.tif","Turkey 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Melospiza_georgiana_2_aoh.tif","Swamp Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Melospiza_lincolnii_2_aoh.tif","Lincoln's Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Melospiza_melodia_1_aoh.tif","Song Sparrow 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Melospiza_melodia_2_aoh.tif","Song Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mergus_merganser_1_aoh.tif","Goosander 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mergus_serrator_2_aoh.tif","Red-breasted Merganser 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mergus_serrator_3_aoh.tif","Red-breasted Merganser 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mimus_polyglottos_1_aoh.tif","Northern Mockingbird 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Mniotilta_varia_2_aoh.tif","Black-and-white Warbler 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Molothrus_ater_2_aoh.tif","Brown-headed Cowbird 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Myiarchus_crinitus_2_aoh.tif","Great Crested Flycatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Nannopterum_auritus_2_aoh.tif","Double-crested Cormorant 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Nycticorax_nycticorax_2_aoh.tif","Night Heron 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Oxyura_jamaicensis_2_aoh.tif","Ruddy Duck 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Pandion_haliaetus_2_aoh.tif","Osprey 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Parkesia_motacilla_2_aoh.tif","Louisiana Waterthrush 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Parkesia_noveboracensis_2_aoh.tif","Northern Waterthrush 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Passer_domesticus_1_aoh.tif","House Sparrow 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Passerculus_sandwichensis_2_aoh.tif","Savannah Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Passerella_arborea_3_aoh.tif","American Tree Sparrow 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Passerina_cyanea_2_aoh.tif","Indigo Bunting 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Perdix_perdix_1_aoh.tif","Grey Partridge 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Petrochelidon_pyrrhonota_2_aoh.tif","American Cliff Swallow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Phasianus_colchicus_1_aoh.tif","Common Pheasant 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Pheucticus_ludovicianus_2_aoh.tif","Rose-breasted Grosbeak 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Pinicola_enucleator_3_aoh.tif","Pine Grosbeak 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Pipilo_erythrophthalmus_2_aoh.tif","Eastern Towhee 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Plectrophenax_nivalis_3_aoh.tif","Snow Bunting 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Podiceps_grisegena_3_aoh.tif","Red-necked Grebe 3","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Podilymbus_podiceps_2_aoh.tif","Pied-billed Grebe 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Poecile_atricapillus_1_aoh.tif","Black-capped Chickadee 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Polioptila_caerulea_2_aoh.tif","Blue-grey Gnatcatcher 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Pooecetes_gramineus_2_aoh.tif","Vesper Sparrow 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Porzana_carolina_2_aoh.tif","Sora 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Progne_subis_2_aoh.tif","Purple Martin 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Quiscalus_quiscula_2_aoh.tif","Common Grackle 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Rallus_limicola_2_aoh.tif","Virginia Rail 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Regulus_calendula_2_aoh.tif","Ruby-crowned Kinglet 2","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
"theme","Birds (IUCN)","T_IUCN_BIRD_Regulus_satrapa_1_aoh.tif","Golden-crowned Kinglet 1","manual","0, 1","#00000000, #ff7f00","absence, presence","km2","national","","FALSE","FALSE","0.2"
